name,visit,mjd,w1,w1err,w2,n
CLAGN_0215,331.0,59519.24972685,13.441500000000001,0.018368781456299502,12.558,12
CLAGN_0215,332.0,59722.434558765,13.498,0.015284448472546822,12.572,22
CLAGN_0215,333.0,59883.49703868,13.509,0.02559998534890896,12.541,19
CLAGN_0215,334.0,60086.953905525,13.543,0.03146141016706299,12.6475,12
CLAGN_0215,335.0,60250.3966264,13.585,0.014384951677376067,12.62,13
CLAGN_0215,336.0,60451.27483058,13.581,0.01913002495990893,12.7195,13
CLAGN_0227,315.0,56661.24388268,13.663,0.025788051548788958,12.767,13
CLAGN_0227,316.0,56849.61646147,13.647,0.02091035952997623,12.834,13
CLAGN_0227,317.0,57028.31845444,13.691,0.012679061570011044,12.841,19
CLAGN_0227,318.0,57213.87473605,13.666,0.013915151416010539,12.881,23
CLAGN_0227,319.0,57387.430964265004,13.7485,0.023241327071327467,12.855,12
CLAGN_0227,320.0,57578.45854929,13.667,0.01704931265065532,12.844,13
CLAGN_0227,321.0,57746.624910795,13.58,0.016729971290197355,12.795,12
CLAGN_0227,322.0,57942.701840505004,13.345,0.019583547348928105,12.5685,14
CLAGN_0227,323.0,58107.42273707,13.252,0.008771245809976059,12.432,13
CLAGN_0227,324.0,58309.87048314,13.12,0.013419440555987823,12.301,13
CLAGN_0227,325.0,58469.47871676,13.048,0.012468561092120103,12.204,24
CLAGN_0227,326.0,58673.97831913,13.089,0.01072213222050765,12.275,11
CLAGN_0227,327.0,58835.07024912,13.1,0.014920792279310474,12.191,11
CLAGN_0227,328.0,59038.0963309,13.048,0.01350006064089976,12.21,13
CLAGN_0227,329.0,59199.33045946,12.921,0.015790420475416175,12.089,13
CLAGN_0227,330.0,59405.301136335,12.751999999999999,0.011425920069109656,11.9465,12
CLAGN_0227,331.0,59566.33186227,12.601,0.01566399182568018,11.801,11
CLAGN_0227,332.0,59769.47098956,12.477,0.012552390138566778,11.697,13
CLAGN_0227,333.0,59930.57785471,12.4725,0.011253823643904563,11.622499999999999,12
CLAGN_0227,334.0,60136.16617492,12.538,0.008302567172829579,11.668,23
CLAGN_0227,335.0,60294.824424705,12.616,0.010172195701748286,11.705,14
CLAGN_0227,336.0,60500.674089515,12.8285,0.022750659058329573,11.8855,12
CLAGN_0263,336.0,60507.18935343,12.299499999999998,0.02232359940827545,11.7335,10
CLAGN_0305,315.0,56750.45575273,12.8105,0.012927094047284834,12.49,10
CLAGN_0305,316.0,56942.09958144,12.838,0.009293185119273776,12.457,11
CLAGN_0305,317.0,57112.48969455,12.854,0.016683698956391903,12.46,10
CLAGN_0305,318.0,57306.926013305,12.8625,0.021087061477281295,12.4865,12
CLAGN_0305,319.0,57471.43424736,12.819,0.01637573883635351,12.432,13
CLAGN_0305,320.0,57671.12515141,12.917,0.018342417599481093,12.538499999999999,14
CLAGN_0305,321.0,57832.05794494,12.886,0.01281630193919024,12.53,13
CLAGN_0305,322.0,58035.27504779,12.888,0.013377668857739534,12.5455,10
CLAGN_0305,323.0,58192.741062955,12.89,0.011678249552165117,12.5335,12
CLAGN_0305,324.0,58402.3011785,12.7965,0.01203751222057634,12.408999999999999,12
CLAGN_0305,325.0,58558.264660400004,12.7445,0.01039007451616901,12.349499999999999,22
CLAGN_0305,326.0,58766.573584294994,12.6065,0.006509497364617919,12.1765,14
CLAGN_0305,327.0,58923.85930474,12.5615,0.016426616048601055,12.143,12
CLAGN_0305,329.0,59133.89907112499,12.648,0.011794660244839494,12.1945,40
CLAGN_0305,331.0,59498.333969479994,12.632,0.01039982104148257,12.188500000000001,24
CLAGN_0305,333.0,59944.25708184,12.762,0.01639612684736519,12.3005,24
CLAGN_0305,335.0,60382.98014512,12.831,0.012866872822277026,12.401,23
CLAGN_0325,316.0,56952.5570766,11.773,0.009808623986701561,11.298,9
CLAGN_0325,317.0,57120.10355616,11.787500000000001,0.012266531167036035,11.3095,12
CLAGN_0325,318.0,57314.56904485,11.872,0.012221819418217567,11.394,11
CLAGN_0325,319.0,57479.132930035,11.931,0.00876744657311342,11.495000000000001,12
CLAGN_0325,320.0,57678.72585702001,11.868500000000001,0.012440877372599113,11.471,14
CLAGN_0325,321.0,57839.71762054,11.722,0.007874803147001385,11.251,13
CLAGN_0325,322.0,58045.7186744,11.812,0.012512993378668262,11.329,11
CLAGN_0325,323.0,58200.265233280006,11.803,0.012897479077314542,11.311,12
CLAGN_0325,324.0,58409.82786995,11.772,0.014528765234683792,11.248999999999999,8
CLAGN_0325,325.0,58567.06187043,11.669,0.014558903847484029,11.142,17
CLAGN_0325,327.0,58777.79478023,11.834,0.006180446096166938,11.307,23
CLAGN_0325,329.0,59295.66320867,11.8545,0.006550984416876684,11.363,36
CLAGN_0325,331.0,59505.71988157,11.853,0.00840793779076158,11.395,23
CLAGN_0325,333.0,59872.83758278,11.741,0.01635668580128193,11.298,27
CLAGN_0325,335.0,60236.71441859,11.565,0.011082971728688837,11.047,13
CLAGN_0325,336.0,60394.011123045,11.6765,0.007784869900252561,11.077,12
CLAGN_0416,316.0,56810.47344991,13.184,0.011153649295504086,12.187000000000001,14
CLAGN_0416,317.0,57000.25411839,13.163,0.011864207076362786,12.173,14
CLAGN_0416,318.0,57172.346024735,13.1805,0.014215790571580983,12.1585,12
CLAGN_0416,319.0,57365.06822759,13.136,0.018154023273508013,12.157,13
CLAGN_0416,320.0,57531.19215005,13.1,0.010941105079987684,12.144,13
CLAGN_0416,321.0,57729.26374844,13.063,0.019077248327904004,12.126,11
CLAGN_0416,322.0,57891.63872425,13.046,0.01609989759091335,12.118,11
CLAGN_0416,323.0,58093.47603669,13.055499999999999,0.011851085872031368,12.1065,12
CLAGN_0416,324.0,58252.158605724995,13.048,0.009348497151293607,12.099,12
CLAGN_0416,325.0,58460.412627590005,13.091999999999999,0.01902058688347229,12.094000000000001,12
CLAGN_0416,326.0,58618.936112125,13.076,0.010225401393178938,12.0745,18
CLAGN_0416,327.0,58824.76395596,13.093,0.014774444095371087,12.129,12
CLAGN_0416,328.0,58983.235776429996,13.149000000000001,0.011142600323280417,12.15,12
CLAGN_0416,329.0,59190.498928405,13.1715,0.010045716842762006,12.151499999999999,20
CLAGN_0416,330.0,59347.59364593,13.137,0.017496867377238837,12.186,13
CLAGN_0416,331.0,59555.939738775,13.1035,0.01820983513429661,12.131,10
CLAGN_0416,332.0,59714.63588288,13.077,0.01287448840410929,12.098,13
CLAGN_0416,333.0,59920.15014586,12.994,0.013043101296603897,12.051,11
CLAGN_0416,334.0,60078.7741001,12.946,0.013504607597981846,11.995,11
CLAGN_0416,335.0,60287.29721011,12.93,0.06303523125674197,11.9915,10
CLAGN_0416,336.0,60442.94430974,12.902000000000001,0.016897218667511312,11.9495,14
CLAGN_0435,315.0,56642.790221625,13.2715,0.016946605836813854,12.2375,12
CLAGN_0435,316.0,56819.85002353,13.318,0.010427511772895963,12.255,11
CLAGN_0435,317.0,57009.15913853,13.323,0.019273170290499606,12.25,11
CLAGN_0435,318.0,57178.74429738,13.476,0.017167151515317995,12.37,11
CLAGN_0435,319.0,57371.198750625,13.4385,0.015854726607748792,12.3795,10
CLAGN_0435,320.0,57537.58075323,13.279499999999999,0.014352518222198933,12.2655,12
CLAGN_0435,321.0,57735.42042046,13.291,0.014679898142686068,12.218,13
CLAGN_0435,322.0,57898.022684135,13.2055,0.016131020718819267,12.2215,12
CLAGN_0435,323.0,58102.34551415,13.184,0.014212665142541006,12.146,11
CLAGN_0435,324.0,58258.40892992,13.192,0.024246199198628245,12.204,13
CLAGN_0435,325.0,58466.628445284994,13.297,0.01052677613959754,12.267,12
CLAGN_0435,326.0,58625.57601967,13.3765,0.00870154141967103,12.314,12
CLAGN_0435,327.0,58830.912344385,13.373999999999999,0.013859581243565369,12.288499999999999,12
CLAGN_0435,328.0,58989.74324491,13.392,0.018756015786520384,12.355,11
CLAGN_0435,329.0,59197.82238909,13.4255,0.018589255354652865,12.377,10
CLAGN_0435,330.0,59356.41727553,13.536,0.014419636954385941,12.453,23
CLAGN_0435,331.0,59562.04795699,13.76,0.020512006263615205,12.603,13
CLAGN_0435,332.0,59720.999078715,13.8115,0.02464781089616171,12.6265,12
CLAGN_0435,333.0,59926.371437955,13.721,0.02010756937724032,12.587,14
CLAGN_0435,334.0,60085.13628441,13.512,0.024825901149231763,12.49,13
CLAGN_0435,335.0,60293.39957529,13.406,0.012981147474688119,12.401,11
CLAGN_0435,336.0,60452.33243677,13.36,0.01867913865522526,12.428,12
CLAGN_0468,316.0,56810.08538847,13.75,0.023337551179248902,12.838999999999999,16
CLAGN_0468,317.0,56999.82014972,13.847,0.022422447541374596,12.894,15
CLAGN_0468,318.0,57171.89346634,14.0195,0.02127130753395858,13.067,14
CLAGN_0468,319.0,57364.66800297,14.037,0.020815586875767303,13.026,15
CLAGN_0468,320.0,57530.7730805,13.904499999999999,0.016854570464040455,13.0155,14
CLAGN_0468,321.0,57728.92948561,13.946,0.017687606740459293,12.993,11
CLAGN_0468,322.0,57891.2526358,13.842,0.017441756483039854,12.916,13
CLAGN_0468,323.0,58093.1091758,13.867,0.022019049391859866,12.942,15
CLAGN_0468,324.0,58251.67504007,13.789,0.016020528795376555,12.887,15
CLAGN_0468,325.0,58460.013168325,13.7425,0.023232002421076422,12.781500000000001,12
CLAGN_0468,326.0,58616.130285145,13.872499999999999,0.01846553032341056,12.889,22
CLAGN_0468,327.0,58824.36468764,14.081,0.02549908343603462,13.03,15
CLAGN_0468,328.0,58982.88292325,14.138,0.042494253614495006,13.087,13
CLAGN_0468,329.0,59190.2635442,14.149000000000001,0.026528328457994257,13.2255,18
CLAGN_0468,330.0,59347.17515034,14.067499999999999,0.019608144108479907,13.1345,16
CLAGN_0468,331.0,59555.540661555,14.1435,0.01426074722327268,13.2065,12
CLAGN_0468,332.0,59714.2510672,14.341,0.05359610195448251,13.378,13
CLAGN_0468,333.0,59919.75246912,14.256,0.024908098558048472,13.387,13
CLAGN_0468,334.0,60078.3263802,14.217,0.034541902701161975,13.27,17
CLAGN_0468,335.0,60286.838283725,14.1555,0.0204407044090952,13.217,12
CLAGN_0468,336.0,60442.46965771,14.172,0.03396789836534481,13.346,15
